title,year,description,genre
i am sam,2001,"Opóźniony umysłowo mężczyzna walczy w sądzie z opieką społeczną, która chce odebrać mu prawa rodzicielskie do siedmioletniej córki. ",drama
silent hill,2006,"Rose zabiera swoją 12-letnią córkę do tajemniczego miasteczka Silent Hill, którego nazwę od jakiegoś czasu dziewczynka wykrzykuje podczas snu. ",horror
the meaning of life,1983,"Grupa Monty Pythona postanawia pokazać czym jest sens życia, ukazując je z różnych punktów widzenia.",comedy
legally blonde,2001,"Porzucona Elle postanawia odzyskać utraconą miłość, udowadniając byłemu chłopakowi, że jest równie błyskotliwa jak on. W tym celu rozpoczyna studia prawnicze.",comedy
furious seven,2015,"Dominic Toretto i jego ekipa ponownie łączą siły, aby pokonać rządnego zemsty brata Owena - Deckarda oraz przechwycić szpiegowski program zwany Okiem Boga. ",action
"lock, stock and two smoking barrels",1998,Czterech przyjaciół postanawia ograć w karty potężnego gangstera&nbsp;i zgarnąć jego pieniądze. ,comedy
meet the fockers,2004,Greg przedstawia Pam i jej rodzinę swoim rodzicom. Fockerowie są całkowitym przeciwieństwem Byrnesów.,comedy
fast five,2011,"Grupa kierowców naraża się niebezpiecznemu gangsterowi, organizuje ryzykowny napad i musi wymknąć się ścigającemu ich nieustępliwemu agentowi.",action
nuovo cinema paradiso,1988,Zauroczony magią filmu Toto spędza w kinie cały wolny czas. Chłopiec zaprzyjaźnia się z operatorem Alfredo.,drama
phone booth,2002,Stu zostaje uwięziony w budce telefonicznej przez snajpera-psychopatę. ,thriller
notting hill,1999,"Życie rozwiedzionego właściciela księgarni zmienia się, gdy do jego sklepu wchodzi sławna aktorka filmowa.",comedy
borat: cultural learnings of america for make benefit glorious nation of kazakhstan,2006,"Borat, dziennikarz kazaskiej telewizji, jedzie do USA, by poznać amerykańską kulturę.",comedy
it,2017,Opowieść o bestii karmiącej się dziecięcym strachem.,horror
murder on the orient express,2017,W luksusowym pociągu ginie wpływowy biznesmen. Hercules Poirot podejmuje się rozwiązania zagadki i wskazania mordercy spośród trzynastu współpasażerów.,crime
planeta singli,2016,Romantyczna Ania bierze udział w reality show ukazującym prawdziwą twarz facetów flirtujących w sieci i wyśmiewającym naiwność kobiet szukających tam ideału.,comedy
project x,2012,Szalona impreza urodzinowa nastolatków widziana z perspektywy cyfrowych kamer.,comedy
you dont mess with the zohan,2008,"Zohan, izraelski komandos będący postrachem palestyńskich terrorystów postanawia zrealizować swoje wielkie życiowe marzenie i udaje się do Ameryki, by zostać fryzjerem. ",comedy
final destination,2000,"Przed startem samolotu młody mężczyzna doświadcza wizji, w której giną wszyscy pasażerowie. Przeczucie powoduje, że chce ich ostrzec, lecz zostaje usunięty z pokładu.",horror
basic instinct,1992,Znany muzyk rockowy zostaje zamordowany. Policjant prowadzący śledztwo wdaje się w romans z główną podejrzaną. ,thriller
the number 23,2007,"Mężczyzna dostaje obsesji na punkcie książki, która według niego opisuje i przewiduje jego życie i przyszłość.",thriller
the hangover part iii,2013,"Po śmierci ojca Alana Phil, Stu i Doug postanawiają pocieszyć kumpla z watahy. Za sprawą Chowa, który ukradł sporo kasy, znów wpadną w tarapaty. ",comedy
banlieue 13,2004,"Tajniak i były przestępca próbują przeniknąć do gangu, aby rozbroić bombę neutronową. ",action
a single man,2009,"Historia Brytyjczyka George'a Falconera, profesora uniwersyteckiego i homoseksualisty, który właśnie stracił swoją wielką miłość. ",drama
blue valentine,2010,"Młode małżeństwo przeżywa kryzys. Dean i Cindy sięgają pamięcią do początku swojego związku, gdy byli zakochani w sobie bez pamięci oraz planowali wspólną przyszłość. ",drama
oldeuboi,2003,"Uwolniony po 15 latach Dae-su ma pięć dni, by odkryć kto go uwięził i dokonać brutalnej zemsty.",thriller
citizen kane,1941,"Po śmierci magnata prasowego i milionera, Charlesa Fostera Kane'a, reporterzy próbują odkryć znaczenie jego ostatnich słów.",drama
remember me,2010,Poturbowany przez policjanta Tyler postanawia w akcie zemsty uwieść córkę funkcjonariusza.,drama
crank,2006,"Pewnego ranka Chev Chelios dowiaduje się, że został otruty. Jedyną rzeczą, która&nbsp;może&nbsp;utrzymać go przy życiu jest produkowana przez organizm adrenalina.&nbsp;",action
furious 6,2013,Grupa świetnie wyszkolonych kierowców porywa transport wojskowej broni.&nbsp;W zamian&nbsp;za całkowitą abolicję Dom z przyjaciółmi zgadzają się pomóc agentowi Hobbsowi przy powstrzymaniu najemników.,action
127 hours,2010,"Młody, ale doświadczony wspinacz Aron Ralston spędza weekend, wędrując po Kanionie Blue John. Kiedy osuwający się głaz przygniata mu rękę, mężczyzna zostaje zmuszony do desperackiej walki o przetrwanie. ",drama
closer,2004,"Dan, będący w związku z Alice, poznaje Annę, dziewczynę Larry'ego. Relacje między parami komplikują się.",drama
some like it hot,1959,Uciekający przed gangsterami bezrobotni muzycy Jerry i Joe przebierają się za kobiety i przyłączają do damskiego zespołu jazzowego. Tam poznają piękną Sugar Kane Kowalczyk.,comedy
my sisters keeper,2009,"Sara i Brian podejmują decyzję o leczeniu poważnie chorej córki. Relacje rodzinne ulegają znacznemu pogorszeniu, gdy młodsza z sióstr odkrywa tajemnicę związaną z jej narodzinami.",drama
flight,2012,"Pilot William ""Whip"" Whitaker szczęśliwie ląduje zepsutym samolotem. W sprawie wypadku toczy się śledztwo.",drama
the fast and the furious: tokyo drift,2006,Pasjonat nielegalnych wyścigów samochodowych ucieka przed więzieniem do Tokio. Ale tutaj też organizowane są niebezpieczne rajdy.,action
the patriot,2000,"Martin wstępuje do armii, gdy jego syn ginie z rąk Anglika. Wkrótce ważniejsza od zemsty staje się dla niego walka o niepodległość. ",drama
dances with wolves,1990,Oficer armii amerykańskiej w czasach wojny secesyjnej zostaje wysłany do opuszczonej placówki i zaprzyjaźnia się z okolicznymi Indianami.,western
galerianki,2009,"Milena i jej przyjaciółki to nastolatki, które wolny czas spędzają w galeriach handlowych. Tam poznają mężczyzn, którzy za seks kupują im upominki.",drama
bad boys,1995,"Marcus i Mike, policjanci z wydziału antynarkotykowego, mają trzy dni na odzyskanie skradzionej z depozytu heroiny wartej 100 mln dolarów.",thriller
the exorcist,1973,"Kiedy córka aktorki zaczyna się dziwnie zachowywać, a lekarze orzekają, że jest zdrowa, kobieta wzywa egzorcystę. ",horror
the bourne supremacy,2004,Ktoś podszywa się pod Bourne'a i morduje agentów CIA w Berlinie. Po nieudanym zamachu na swoje życie były agent ponownie stawia czoła mrocznej przeszłości. ,thriller
vabank,1981,"Warszawa lat 30. Kasiarz Kwinto wychodzi z więzienia i obmyśla zemstę na Kramerze, właścicielu banku, przez którego został aresztowany.",comedy
dune,2021,"Szlachetny ród Atrydów przybywa na Diunę, będącą jedynym źródłem najcenniejszej substancji we wszechświecie.",sci-fi
van wilder,2002,"Podrywacz i lekkoduch, który jest studentem od siedmiu lat, chcąc zdobyć fundusze na życie, zamierza urządzić wielką imprezę.",comedy
shichinin no samurai,1954,"Nękani przez bandę zbirów mieszkańcy japońskiej wioski wynajmują siedmiu roninów, by bronili ich przed atakami. ",drama
due date,2010,Peter ma zostać ojcem i chce zdążyć na poród żony. Zrządzenie losu skaże go na towarzystwo nieznośnego początkującego aktora.,comedy
unforgiven,1992,Emerytowany rewolwerowiec podejmuje się zemsty na zlecenie okaleczonej prostytutki.,western
the nice guys,2016,"Los Angeles, lata 70. Podczas śledztwa dotyczącego zaginionej aktorki porno para prywatnych detektywów wpada na trop dużego spisku.",comedy
quest-ce quon a fait au bon dieu?,2014,"Claude oraz Marie ciężko znoszą małżeństwa swoich trzech córek z mężczyznami o odmiennym pochodzeniu i religii. Ostatnia nadzieja w najmłodszej latorośli, która oświadcza, że ma narzeczonego-katolika.",comedy
the last king of scotland,2006,"Przebywający na misji w Ugandzie szkocki lekarz zostaje osobistym medykiem samozwańczego prezydenta, Idiego Amina. Wkrótce przekonuje się, że jego przełożony jest barbarzyńskim tyranem.",drama
mommy,2014,"Owdowiała kobieta wychowująca samotnie agresywnego syna dostrzega promyk nadziei, kiedy w jej życiu pojawia się tajemnicza sąsiadka.",drama
nerve,2016,"Uczennica ostatniej klasy liceum dołącza do internetowej gry w prawdę i wyzwanie. Wkrótce odkrywa, że każdy jej ruch jest manipulowany przez anonimowych ""obserwatorów"". ",thriller
the expendables,2010,Grupa najemników otrzymuje zadanie obalenia dyktatora jednego z południowoamerykańskich państw. Wyruszają więc na samobójczą misję. ,action
tylko mnie kochaj,2006,"Spokojne życie Michała zmienia się, gdy do drzwi jego mieszkania puka siedmioletnia dziewczynka.",comedy
lion,2016,Pięcioletni chłopiec gubi się na ulicach Kalkuty. 25 lat później wyrusza na poszukiwanie utraconego domu i rodziny.,drama
2 fast 2 furious,2003,Jedyną szansą na schwytanie piorącego brudne pieniądze biznesmena jest infiltracja środowiska nielegalnych wyścigów samochodowych. Zadania podejmuje się były policjant.,action
quantum of solace,2008,"Agent 007 szuka osób odpowiedzialnych za śmierć ukochanej Vesper. Trop prowadzi do organizacji Quantum, której członkowie planują przejąć kontrolę nad wydobyciem jednego z najważniejszych surowców świata. ",thriller
50 first dates,2004,"Kobieciarz imieniem Henry zakochuje się w pięknej dziewczynie. Przed rokiem uległa ona wypadkowi, a doznany uraz głowy sprawił, że od tego czasu jej pamięć nie rejestruje nowych zdarzeń.",comedy
now is good,2012,"Umierająca na białaczkę dziewczyna postanawia wykorzystać jak najpełniej ostatnie miesiące życia, które jej pozostały. ",drama
focus,2015,Profesjonalny oszust uczy fachu młodą dziewczynę. Tworzące się między nimi uczucie komplikuje ich relacje zawodowe. ,comedy
magnolia,1999,"Dzień z życia kilku ludzi, których historie układają się w wielowątkową, mozaikową konstrukcję. ",drama
rejs,1970,"Na statku wiślanym pojawia się gapowicz wzięty za instruktora kulturalno-oświatowego. Mężczyzna organizuje zebrania, wybory rady rejsu i zabawia uczestników wycieczki.",comedy
malena,2000,Jest rok 1941. Do sycylijskiego miasteczka przyjeżdża piękna Malena. 13-letni Renato Amoroso dostaje na jej punkcie obsesji.,drama
if i stay,2014,"Mia Hall, nieśmiała i utalentowana muzycznie nastolatka, zawieszona przez jeden dzień między życiem a śmiercią musi zdecydować, po której stronie zostanie.",drama
groundhog day,1993,"Phil, prezenter telewizyjnej prognozy pogody, przyjeżdża do małego miasteczka, by zrelacjonować Dzień Świstaka. Następnego ranka stwierdza, że wciąż jest ten sam dzień.",comedy
youve got mail,1998,Kathleen dziedziczy po matce małą księgarnię. Niestety w pobliżu otwiera swój oddział największa nowojorska sieć wydawnicza. ,comedy
gifted,2017,"Frank samotnie wychowuje swoją niezwykle uzdolnioną siostrzenicę Mary. Gdy talent dziewczynki ujawnia się, musi zawalczyć o prawa rodzicielskie z babcią dziewczynki. ",drama
amour,2012,Georges i Anna są kochającym się małżeństwem z 50-letnim stażem. Ich spokój zakłóca postępująca choroba kobiety.,drama
gone in sixty seconds,2000,"By uratować brata, legendarny złodziej samochodów musi w tydzień dostarczyć mafii 50 luksusowych aut.",thriller
fast &amp; furious,2009,"Przestępca oraz tropiący go agent łączą swoje siły i przenikają do narkotykowego gangu, by dopaść jego przywódcę.",action
legends of the fall,1994,"Samuel, najmłodszy syn pułkownika William Ludlowa, wraca ze studiów wraz z piękną narzeczoną, która oczarowuje pozostałych braci. Wkrótce wybucha I wojna światowa.",drama
falling down,1993,"Niechcący przegapić przyjęcia urodzinowego swojej córki mężczyzna tkwi w ulicznym korku. Kiedy puszczają mu nerwy, kontynuuje wędrówkę pieszo, wyładowując swoją złość na innych ludziach. ",thriller
inferno,2016,"Robert Langdon budzi się we florenckim szpitalu i za sprawą tajemniczego przedmiotu zostaje celem obławy. Ucieka z pomocą doktor Sienny, podążając śladem wskazówek zawartych w poemacie Dantego.",thriller
a streetcar named desire,1951,"Blanche przyjeżdża do Nowego Orleanu, aby odwiedzić siostrę Stellę. Podczas pobytu popada w konflikt z jej mężem.",drama
easy a,2010,"Olive, nie chcąc jechać pod namiot z rodzicami przyjaciółki, wymyśla jako wymówkę randkę. Jedno kłamstwo ciągnie za sobą następne, niszcząc jej reputację.",comedy
the dictator,2012,"Historia dyktatora Aladeena, który podczas wizyty w Ameryce na własnej skórze doświadczy, co znaczy demokracja.",comedy
captain fantastic,2016,"Ojciec sześciorga dzieci wychowuje swoje pociechy z dala od cywilizacyjnego świata. Przychodzi jednak dzień, w którym wszyscy muszą wrócić do realnego otoczenia. ",drama
side effects,2013,"Cierpiąca po utracie męża, który trafił do więzienia, Emily ratuje się terapią u psychiatry. Ten przepisuje jej eksperymentalne antydepresanty, które zmieniają jej życie w piekło.",thriller
[rec],2007,Reporterka telewizyjna wraz z kamerzystą śledzą akcję strażaków wezwanych do nagłego wypadku. Nagle dzieje się coś przerażającego i wszyscy zostają zamknięci w środku.,horror
indiana jones and the temple of doom,1984,Nieustraszony łowca przygód wyrusza na poszukiwanie świętego kamienia i mierzy się z członkami niebezpiecznej sekty. ,adventure
a perfect world,1993,Uciekający z więzienia Butch porywa 7-letniego Phillipa. Rodzi się między nimi przyjaźń. ,drama
the sting,1973,"Lata trzydzieste w USA. Dwóch przyjaciół, drobnych oszustów, postanawia zemścić się na wpływowym gangsterze za śmierć swojego przyjaciela. Wymyślają więc przekręt wszech czasów.&nbsp;",comedy
bridget joness baby,2016,"Bridget zachodzi w upragnioną ciążę. Problem tylko w tym, że nie wie, kto jest ojcem jej dziecka. ",comedy
water for elephants,2011,Po śmierci rodziców Jacob trafia do cyrku prowadzonego przez bezwzględnego Augusta. Wkrótce zakochuje się w jego żonie Marlenie. ,drama
enemy of the state,1998,Młody prawnik wchodzi w posiadanie dowodu zbrodni dokonanej przez rządowych agentów i staje się celem szpiegowskich ataków.,thriller
the other boleyn girl,2008,"Dwie siostry Boleyn, Anna i Maria, walczą o względy jednego mężczyzny - króla Henryka VIII.",drama
breaking the waves,1996,"Sparaliżowany Jan zwalnia swoją żonę Bess z przysięgi wierności i chce, by ta kochała się z innymi mężczyznami. Kobieta spełnia jego prośbę. ",drama
shooter,2007,Były snajper korpusu marines zostaje poproszony o ochronę prezydenta Stanów Zjednoczonych.,thriller
still alice,2014,"Pani profesor odkrywa, że ma wczesne objawy choroby Alzheimera.",drama
"poszukiwany, poszukiwana",1972,"Pracownik muzeum, oskarżony o kradzież obrazu, ukrywa się w przebraniu gosposi.",comedy
the conjuring 2,2016,"Lorraine i Ed Warren udają się do północnej części Londynu, aby pomóc samotnej matce wychowującej czwórkę dzieci, której dom jest nawiedzany przez złośliwe duchy.",horror
